x_local,y_local,state
0.0,0.0,Normal
2.3602093815570697,-8.875817253021523,Normal
2.4601730419090018,-8.975740511988988,Orbit
0.1001979016000405,-10.399112182931276,Orbit
-0.09309646196197718,-13.15559861579095,Orbit
2.125105955870822,-14.773577337968163,Orbit
4.6618952681310475,-13.760362158267526,Orbit
5.151634942973033,-11.083308007160667,Orbit
4.059591608471237,-9.475356806826312,Orbit
4.1595552689395845,-9.475356806826312,Normal
9.557592931087129,-11.473821986204712,Normal
9.65755659143906,-11.573745245172177,Orbit
9.577136190026067,-14.367235761281336,Orbit
11.881591840763576,-15.898961250582943,Orbit
14.386810278636403,-14.767921963590197,Orbit
14.75872584618628,-12.059296938066836,Orbit
12.67128322494682,-10.310558419267181,Orbit
10.857120516360737,-10.374666137562599,Orbit
10.95708417671267,-10.274742878595134,Normal
14.655739611946046,-6.3777357788058,Normal
14.755703272297978,-6.277812519838335,Orbit
17.172330496949144,-7.699422319536097,Orbit
19.64081241248641,-6.431280464545125,Orbit
19.875625411979854,-3.6859189166571014,Orbit
17.68781674525235,-2.03754644349101,Orbit
15.139902547933161,-3.0092429872311186,Orbit
14.555775951477699,-4.179424081492471,Orbit
14.655739611946046,-3.879654304590076,Normal
14.755703272297978,-3.579884527687682,Orbit
14.955630593118258,-3.2801147507852875,Normal
15.155557913938537,-2.980344973882893,Orbit
15.755339876399375,-2.3808054200781044,Orbit
16.055230857688002,-2.08103564317571,Normal
25.31990964000579,0.4170458310400136,Normal
28.650652069365606,0.5169690900074784,Normal
28.850579390185885,0.6168923489749432,Orbit
31.235754148685373,-0.8324568341195118,Orbit
33.70014024619013,0.4509708217519801,Orbit
33.919667444890365,3.200428187614307,Orbit
31.72066879516933,4.837610677932389,Orbit
29.176850415882654,3.850628333311761,Orbit
28.429988816264085,2.0422930627828464,Orbit
28.55068840889726,2.115741233516019,Normal
28.55068840889726,2.3155877514509484,Normal
28.55068840889726,2.415511010418413,Orbit
28.850579390185885,3.414743600122165,Orbit
28.950543050537817,3.5146668590896297,Normal
29.150470371358097,3.7145133770245593,Normal
29.150470371358097,3.814436635992024,Orbit
29.250434031826444,3.914359894959489,Normal
29.450361352646723,4.1142064128944185,Normal
29.550325012998655,4.214129671861883,Orbit
30.05014331510756,4.713745966699207,Orbit
30.150106975459494,4.813669225666672,Normal
34.448544373037294,8.410906548524508,Normal
34.54850803350564,8.410906548524508,Orbit
36.951999464654364,6.9678169453691225,Orbit
39.4318514832994,8.193524997856002,Orbit
39.70909828529693,10.927516442607157,Orbit
37.55235331796575,12.60695261519868,Orbit
34.9930690175388,11.677689873991767,Orbit
34.20395373564679,9.827100921160309,Orbit
33.9487260710448,9.909755433065584,Normal
23.948726071044803,9.909755433065584,Normal
13.948726071044803,9.909755433065584,Normal
6.1467470553470775,4.601746168831596,Normal
-0.23884578910656273,0.017352795170154423,Normal
